"date","spend","revenue","visits","impressions","clicks","conversions","pageviews","unique_visitors","upo","campaign_category","ad_group","ad_product","last_touch_channel","size","color","device","subchannel","video_spend","video_impressions","link_clicks","engagements","video_views","video_completions","year","month","day","content","spend_per_view","view_rate","video_completion_rate","link_click_rate","roi","roas"
"2020-08-20 00:00:00",745.23,1792.12,653.0,49192.0,753.0,322.0,1577.0,632.0,2.8,"general","outerwear","men's jacket","video","xxl","black","mobile","video",1.0,1.0,1.0,626.0,1.0,1.0,2020.0,8.0,20.0,"prospecting",1.0,1.0,1.0,1.0,1046.8899999999999,2.404787783637266
"2020-08-20 00:00:00",1.0,2.91,641.0,0.0,1.0,0.0,1607.0,547.0,2.3,"general","outerwear","hooded sweatshirt","video","xl","yellow","tablet","video",1.0,1.0,1.0,1.0,270.0,1.0,2020.0,8.0,20.0,"branding",0.003703703703703704,270.0,0.003703703703703704,0.003703703703703704,1.9100000000000001,2.91
"2020-08-20 00:00:00",1.0,2.92,936.0,0.0,1.0,280.0,2155.0,847.0,3.0,"general","pants","denim jeans","video","l","black","tablet","video",1.0,1.0,1.0,1.0,1.0,407.0,2020.0,8.0,20.0,"prospecting",1.0,1.0,407.0,1.0,1.92,2.92
"2020-08-20 00:00:00",482.25,974.17,1202.0,0.0,632.0,0.0,3353.0,1179.0,2.5,"general","pants","denim jeans","video","l","green","tablet","video",435.5,34563.0,1.0,821.0,1.0,1.0,2020.0,8.0,20.0,"branding",435.5,2.8932673668373693E-5,1.0,1.0,491.91999999999996,2.020051840331778
"2020-08-21 00:00:00",2214.52,6350.99,2028.0,0.0,1.0,0.0,12100.0,1703.0,1.1,"general","footwear","women's boots","video","l","black","tablet","video",1.0,1.0,578.0,268.0,906.0,97.0,2020.0,8.0,21.0,"prospecting",0.0011037527593818985,906.0,0.10706401766004416,0.6379690949227373,4136.469999999999,2.8678855914600003
"2020-08-21 00:00:00",320.24,782.79,1272.0,0.0,2109.0,125.0,3565.0,1043.0,3.0,"general","footwear","women's boots","video","s","green","mobile","video",836.08,20318.0,1002.0,31.0,718.0,1251.0,2020.0,8.0,21.0,"branding",1.1644568245125348,0.035338123831085734,1.7423398328690807,1.3955431754874652,462.54999999999995,2.4443854609043214
"2020-08-21 00:00:00",1.0,2.89,1099.0,26721.0,945.0,0.0,5689.0,920.0,2.2,"general","outerwear","hooded sweatshirt","video","xxl","white","desktop","video",707.24,63598.0,1.0,384.0,1.0,975.0,2020.0,8.0,21.0,"prospecting",707.24,1.572376489826724E-5,975.0,1.0,1.8900000000000001,2.89
"2020-08-21 00:00:00",1.0,3.09,2173.0,0.0,37.0,0.0,7337.0,2056.0,1.2,"general","footwear","women's boots","video","xl","black","tablet","video",1.0,40151.0,1.0,1.0,551.0,660.0,2020.0,8.0,21.0,"branding",0.0018148820326678765,0.013723194939104878,1.1978221415607986,0.0018148820326678765,2.09,3.09
"2020-08-21 00:00:00",1.0,2.55,1520.0,0.0,1.0,0.0,8646.0,1453.0,2.0,"general","outerwear","hooded sweatshirt","video","xxl","green","desktop","video",115.31,1.0,210.0,58.0,1.0,946.0,2020.0,8.0,21.0,"branding",115.31,1.0,946.0,210.0,1.5499999999999998,2.55
"2020-08-22 00:00:00",187.41,434.65,1049.0,68782.0,1.0,50.0,4981.0,884.0,2.9,"general","pants","workwear pants","video","xxl","green","desktop","video",509.01,21899.0,1.0,1.0,609.0,2189.0,2020.0,8.0,22.0,"branding",0.8358128078817734,0.027809489017763367,3.594417077175698,0.0016420361247947454,247.23999999999998,2.3192465716877435
"2020-08-22 00:00:00",763.54,1695.15,1758.0,0.0,503.0,448.0,4880.0,1661.0,2.9,"general","pants","workwear pants","video","m","white","desktop","video",1.0,13774.0,1.0,197.0,1.0,189.0,2020.0,8.0,22.0,"prospecting",1.0,7.26005517641934E-5,189.0,1.0,931.6100000000001,2.220119443644079
"2020-08-22 00:00:00",387.16,768.49,1125.0,84809.0,1103.0,214.0,5365.0,911.0,2.0,"general","pants","denim jeans","video","xxl","white","tablet","video",1.0,26829.0,727.0,1.0,1.0,570.0,2020.0,8.0,22.0,"prospecting",1.0,3.727310000372731E-5,570.0,727.0,381.33,1.9849416262010537
"2020-08-22 00:00:00",1.0,3.29,908.0,0.0,1165.0,0.0,4715.0,874.0,2.8,"general","outerwear","men's jacket","video","l","yellow","tablet","video",437.31,1.0,1.0,222.0,1.0,1022.0,2020.0,8.0,22.0,"branding",437.31,1.0,1022.0,1.0,2.29,3.29
"2020-08-22 00:00:00",1.0,2.91,2167.0,60186.0,1.0,281.0,10653.0,2126.0,1.2,"general","footwear","women's boots","video","xxl","yellow","desktop","video",239.0,1.0,261.0,1.0,216.0,909.0,2020.0,8.0,22.0,"branding",1.1064814814814814,216.0,4.208333333333333,1.2083333333333333,1.9100000000000001,2.91
"2020-08-23 00:00:00",1.0,2.5,2043.0,34914.0,1.0,143.0,8858.0,1680.0,2.3,"general","footwear","women's boots","video","xl","white","tablet","video",1.0,1.0,503.0,1310.0,1.0,1207.0,2020.0,8.0,23.0,"prospecting",1.0,1.0,1207.0,503.0,1.5,2.5
"2020-08-23 00:00:00",1.0,1.78,2460.0,0.0,1.0,0.0,12419.0,2251.0,1.9,"general","pants","denim jeans","video","xl","black","mobile","video",576.23,21195.0,1.0,55.0,186.0,460.0,2020.0,8.0,23.0,"prospecting",3.098010752688172,0.008775654635527246,2.4731182795698925,0.005376344086021506,0.78,1.78
"2020-08-23 00:00:00",1.0,1.77,1929.0,0.0,1.0,0.0,6315.0,1546.0,1.7,"general","hats","beanie hat","video","xl","green","tablet","video",1.0,13382.0,1.0,1.0,506.0,1085.0,2020.0,8.0,23.0,"prospecting",0.001976284584980237,0.03781198625018682,2.144268774703557,0.001976284584980237,0.77,1.77
"2020-08-24 00:00:00",1.0,1.81,2411.0,16896.0,415.0,0.0,9617.0,2376.0,2.5,"general","outerwear","hooded sweatshirt","video","xxl","white","tablet","video",313.82,1.0,288.0,1.0,1.0,1666.0,2020.0,8.0,24.0,"branding",313.82,1.0,1666.0,288.0,0.81,1.81
"2020-08-24 00:00:00",1.0,2.68,2030.0,0.0,8.0,0.0,6809.0,1711.0,1.6,"general","pants","workwear pants","video","xl","yellow","desktop","video",680.61,876.0,279.0,380.0,161.0,110.0,2020.0,8.0,24.0,"branding",4.227391304347826,0.18378995433789955,0.6832298136645962,1.7329192546583851,1.6800000000000002,2.68
"2020-08-24 00:00:00",638.76,2097.29,1477.0,38987.0,1.0,10.0,4385.0,1227.0,1.2,"general","outerwear","men's jacket","video","xxl","white","tablet","video",1.0,1.0,65.0,54.0,1.0,1.0,2020.0,8.0,24.0,"branding",1.0,1.0,1.0,65.0,1458.53,3.2833771682635104
"2020-08-25 00:00:00",624.33,1525.46,1793.0,0.0,1.0,0.0,10531.0,1732.0,1.1,"general","pants","denim jeans","video","m","yellow","desktop","video",1106.36,70000.0,238.0,1.0,446.0,231.0,2020.0,8.0,25.0,"branding",2.4806278026905826,0.006371428571428571,0.5179372197309418,0.5336322869955157,901.13,2.4433552768567903
"2020-08-26 00:00:00",1047.74,1792.63,1695.0,0.0,1.0,153.0,4990.0,1638.0,2.5,"general","footwear","women's boots","video","xl","green","tablet","video",439.14,34918.0,1.0,495.0,1186.0,1260.0,2020.0,8.0,26.0,"prospecting",0.3702698145025295,0.033965290108253623,1.0623946037099494,8.431703204047217E-4,744.8900000000001,1.710949281310249
"2020-08-26 00:00:00",1.0,3.12,1269.0,0.0,377.0,0.0,3492.0,1032.0,1.7,"general","outerwear","hooded sweatshirt","video","l","yellow","tablet","video",1.0,1.0,958.0,285.0,877.0,272.0,2020.0,8.0,26.0,"branding",0.0011402508551881414,877.0,0.31014823261117447,1.0923603192702394,2.12,3.12
"2020-08-26 00:00:00",164.97,506.96,2184.0,0.0,1.0,0.0,4414.0,2126.0,2.9,"general","pants","denim jeans","video","m","yellow","mobile","video",1.0,1.0,1.0,1.0,345.0,1491.0,2020.0,8.0,26.0,"prospecting",0.002898550724637681,345.0,4.321739130434783,0.002898550724637681,341.99,3.0730435836818812
"2020-08-26 00:00:00",1.0,2.06,1973.0,0.0,1.0,0.0,7953.0,1911.0,1.7,"general","footwear","women's boots","video","xxl","white","desktop","video",914.7,25767.0,1.0,1.0,242.0,1.0,2020.0,8.0,26.0,"branding",3.7797520661157025,0.009391857802615748,0.004132231404958678,0.004132231404958678,1.06,2.06
"2020-08-27 00:00:00",1.0,2.62,1655.0,94804.0,561.0,0.0,4517.0,1381.0,1.7,"general","pants","denim jeans","video","xl","yellow","desktop","video",655.84,23058.0,1.0,221.0,1.0,700.0,2020.0,8.0,27.0,"branding",655.84,4.336889582791222E-5,700.0,1.0,1.62,2.62
"2020-08-27 00:00:00",602.2,1464.38,1296.0,0.0,1303.0,0.0,3565.0,1167.0,2.7,"general","pants","workwear pants","video","m","white","tablet","video",290.34,89933.0,1.0,1.0,1.0,1508.0,2020.0,8.0,27.0,"branding",290.34,1.1119388878387243E-5,1508.0,1.0,862.1800000000001,2.43171703752906
"2020-08-27 00:00:00",1.0,3.46,577.0,114049.0,1.0,5.0,3090.0,508.0,2.7,"general","outerwear","men's jacket","video","m","green","mobile","video",1.0,1.0,526.0,1.0,429.0,1240.0,2020.0,8.0,27.0,"branding",0.002331002331002331,429.0,2.8904428904428903,1.2261072261072261,2.46,3.46
"2020-08-27 00:00:00",1.0,2.51,1815.0,25439.0,1.0,306.0,8812.0,1759.0,1.2,"general","outerwear","men's jacket","video","xxl","yellow","mobile","video",1.0,45055.0,1.0,1.0,985.0,503.0,2020.0,8.0,27.0,"prospecting",0.0010152284263959391,0.02186216846077017,0.5106598984771573,0.0010152284263959391,1.5099999999999998,2.51
"2020-08-30 00:00:00",1.0,1.85,1252.0,69647.0,1.0,333.0,5479.0,1044.0,1.7,"general","pants","workwear pants","video","xxl","blue","mobile","video",1.0,1.0,1.0,1.0,1.0,332.0,2020.0,8.0,30.0,"prospecting",1.0,1.0,332.0,1.0,0.8500000000000001,1.85
"2020-08-30 00:00:00",1.0,3.16,2177.0,12990.0,1.0,206.0,5448.0,1977.0,1.4,"general","pants","denim jeans","video","xxl","green","tablet","video",1.0,65767.0,1.0,1.0,1.0,1247.0,2020.0,8.0,30.0,"prospecting",1.0,1.5205194094302614E-5,1247.0,1.0,2.16,3.16
"2020-08-30 00:00:00",1.0,2.28,1494.0,0.0,1.0,0.0,3615.0,1282.0,1.5,"general","pants","workwear pants","video","m","white","desktop","video",1.0,1.0,1.0,368.0,690.0,1210.0,2020.0,8.0,30.0,"branding",0.0014492753623188406,690.0,1.7536231884057971,0.0014492753623188406,1.2799999999999998,2.28
"2020-08-30 00:00:00",1.0,3.22,1350.0,0.0,1.0,364.0,4617.0,1290.0,2.9,"general","pants","denim jeans","video","l","white","tablet","video",1.0,39259.0,1.0,1.0,529.0,615.0,2020.0,8.0,30.0,"prospecting",0.001890359168241966,0.013474617285208487,1.162570888468809,0.001890359168241966,2.22,3.22
"2020-08-30 00:00:00",1.0,3.36,1471.0,46231.0,1.0,547.0,6259.0,1406.0,2.8,"general","outerwear","hooded sweatshirt","video","s","black","tablet","video",622.93,129443.0,1267.0,1.0,524.0,606.0,2020.0,8.0,30.0,"branding",1.188797709923664,0.004048113841613683,1.1564885496183206,2.41793893129771,2.36,3.36
"2020-08-31 00:00:00",1.0,2.96,901.0,75502.0,1333.0,0.0,2077.0,760.0,1.2,"general","hats","beanie hat","video","xl","white","desktop","video",152.3,42401.0,522.0,199.0,1.0,1216.0,2020.0,8.0,31.0,"prospecting",152.3,2.358434942572109E-5,1216.0,522.0,1.96,2.96
"2020-08-31 00:00:00",1.0,3.22,568.0,0.0,582.0,0.0,2450.0,496.0,2.0,"general","pants","denim jeans","video","l","red","desktop","video",439.02,1.0,653.0,1.0,1.0,960.0,2020.0,8.0,31.0,"branding",439.02,1.0,960.0,653.0,2.22,3.22
"2020-09-01 00:00:00",1.0,2.92,1495.0,0.0,922.0,0.0,3385.0,1234.0,2.3,"general","outerwear","hooded sweatshirt","video","l","yellow","desktop","video",1.0,1.0,1.0,1.0,212.0,288.0,2020.0,9.0,1.0,"prospecting",0.0047169811320754715,212.0,1.3584905660377358,0.0047169811320754715,1.92,2.92
"2020-09-01 00:00:00",1.0,1.64,856.0,0.0,644.0,0.0,2506.0,779.0,2.6,"general","footwear","women's boots","video","l","red","desktop","video",1.0,55412.0,147.0,1.0,1135.0,1345.0,2020.0,9.0,1.0,"prospecting",8.81057268722467E-4,0.020482927885656536,1.1850220264317182,0.12951541850220263,0.6399999999999999,1.64
"2020-09-01 00:00:00",1.0,3.08,2953.0,0.0,332.0,0.0,7224.0,2535.0,2.5,"general","hats","beanie hat","video","l","red","tablet","video",817.58,72198.0,1.0,1.0,1655.0,1.0,2020.0,9.0,1.0,"prospecting",0.49400604229607253,0.022923072661292558,6.042296072507553E-4,6.042296072507553E-4,2.08,3.08
"2020-09-01 00:00:00",1.0,1.99,1903.0,0.0,1.0,0.0,11118.0,1830.0,1.8,"general","footwear","women's boots","video","xxl","red","desktop","video",1.0,1.0,744.0,506.0,1.0,1195.0,2020.0,9.0,1.0,"branding",1.0,1.0,1195.0,744.0,0.99,1.99
"2020-09-01 00:00:00",1.0,3.15,1150.0,0.0,420.0,0.0,2521.0,937.0,2.7,"general","footwear","women's boots","video","m","yellow","desktop","video",1.0,1.0,1.0,1531.0,1210.0,1.0,2020.0,9.0,1.0,"prospecting",8.264462809917355E-4,1210.0,8.264462809917355E-4,8.264462809917355E-4,2.15,3.15
"2020-09-02 00:00:00",114.51,373.78,676.0,0.0,1198.0,0.0,1914.0,594.0,3.0,"general","hats","beanie hat","video","m","black","desktop","video",241.47,21670.0,1.0,82.0,1.0,1.0,2020.0,9.0,2.0,"branding",241.47,4.6146746654360866E-5,1.0,1.0,259.27,3.26416906820365
"2020-09-02 00:00:00",1.0,2.93,679.0,0.0,1.0,491.0,3452.0,569.0,2.5,"general","pants","workwear pants","video","xl","black","tablet","video",658.14,1.0,640.0,1.0,1165.0,1269.0,2020.0,9.0,2.0,"prospecting",0.5649270386266094,1165.0,1.0892703862660944,0.5493562231759657,1.9300000000000002,2.93
"2020-09-02 00:00:00",1.0,3.26,1500.0,120586.0,1093.0,0.0,3829.0,1496.0,1.6,"general","hats","beanie hat","video","l","white","mobile","video",2.71,18511.0,1.0,836.0,1331.0,821.0,2020.0,9.0,2.0,"prospecting",0.002036063110443276,0.07190319269623467,0.6168294515401953,7.513148009015778E-4,2.26,3.26
"2020-09-02 00:00:00",645.07,2066.32,2698.0,63401.0,719.0,0.0,9980.0,2370.0,2.9,"general","footwear","women's boots","video","l","blue","mobile","video",813.11,20733.0,1.0,1192.0,1.0,1.0,2020.0,9.0,2.0,"prospecting",813.11,4.82322866927121E-5,1.0,1.0,1421.25,3.2032492597702573
"2020-09-02 00:00:00",1.0,2.78,752.0,0.0,1207.0,73.0,1601.0,663.0,1.2,"general","pants","denim jeans","video","xxl","yellow","desktop","video",1.0,86168.0,664.0,1.0,84.0,233.0,2020.0,9.0,2.0,"branding",0.011904761904761904,9.748398477393E-4,2.7738095238095237,7.904761904761905,1.7799999999999998,2.78
"2020-09-02 00:00:00",1.0,2.84,2749.0,0.0,1039.0,193.0,13056.0,2408.0,2.1,"general","hats","beanie hat","video","xxl","yellow","desktop","video",1259.58,1764.0,1.0,89.0,1249.0,612.0,2020.0,9.0,2.0,"prospecting",1.008470776621297,0.7080498866213152,0.4899919935948759,8.006405124099279E-4,1.8399999999999999,2.84
"2020-09-03 00:00:00",455.86,1159.59,1817.0,140211.0,1.0,0.0,4661.0,1670.0,2.2,"general","hats","beanie hat","video","xl","green","tablet","video",1.0,27762.0,401.0,1.0,221.0,994.0,2020.0,9.0,3.0,"branding",0.004524886877828055,0.007960521576255312,4.497737556561086,1.8144796380090498,703.7299999999999,2.5437414995832053
"2020-09-03 00:00:00",523.39,1153.71,2096.0,15094.0,1161.0,111.0,8835.0,1984.0,2.3,"general","hats","beanie hat","video","l","yellow","mobile","video",1.0,18523.0,352.0,1.0,1.0,189.0,2020.0,9.0,3.0,"branding",1.0,5.398693516169087E-5,189.0,352.0,630.32,2.2043027188138864
"2020-09-03 00:00:00",279.18,649.26,1266.0,0.0,264.0,0.0,3776.0,1188.0,1.7,"general","outerwear","men's jacket","video","s","yellow","mobile","video",1.0,30836.0,391.0,1243.0,209.0,776.0,2020.0,9.0,3.0,"branding",0.004784688995215311,0.006777792190945648,3.712918660287081,1.8708133971291867,370.08,2.3255963894261766
"2020-09-03 00:00:00",1.0,3.02,2022.0,1027.0,1.0,40.0,5638.0,1931.0,1.2,"general","hats","beanie hat","video","xl","yellow","mobile","video",789.37,146957.0,1.0,918.0,1.0,621.0,2020.0,9.0,3.0,"prospecting",789.37,6.804711582299584E-6,621.0,1.0,2.02,3.02
"2020-09-04 00:00:00",410.08,1265.71,2569.0,19128.0,769.0,123.0,11354.0,2531.0,1.1,"general","outerwear","hooded sweatshirt","video","xl","red","mobile","video",822.85,128766.0,1.0,1.0,1.0,710.0,2020.0,9.0,4.0,"prospecting",822.85,7.766025192985727E-6,710.0,1.0,855.6300000000001,3.0864953179867345
"2020-09-04 00:00:00",1093.03,2477.63,737.0,0.0,1.0,349.0,4310.0,631.0,2.8,"general","footwear","women's boots","video","xxl","black","desktop","video",216.69,1.0,483.0,1.0,10.0,1059.0,2020.0,9.0,4.0,"branding",21.669,10.0,105.9,48.3,1384.6000000000001,2.266753885986661
"2020-09-04 00:00:00",465.12,1559.22,933.0,0.0,1.0,0.0,3483.0,846.0,1.8,"general","footwear","women's boots","video","l","black","desktop","video",1.0,6955.0,1718.0,427.0,809.0,178.0,2020.0,9.0,4.0,"branding",0.0012360939431396785,0.11631919482386772,0.2200247218788628,2.123609394313968,1094.1,3.352296181630547
"2020-09-05 00:00:00",472.35,1162.13,839.0,0.0,1.0,0.0,3834.0,798.0,1.6,"general","pants","workwear pants","video","m","green","desktop","video",702.06,89530.0,1.0,638.0,1.0,642.0,2020.0,9.0,5.0,"branding",702.06,1.1169440411035407E-5,642.0,1.0,689.7800000000001,2.4603154440563144
"2020-09-07 00:00:00",1730.74,5081.59,2940.0,0.0,527.0,378.0,9078.0,2660.0,1.7,"general","pants","denim jeans","video","s","blue","tablet","video",1.0,50362.0,106.0,867.0,81.0,296.0,2020.0,9.0,7.0,"branding",0.012345679012345678,0.0016083555061355784,3.654320987654321,1.308641975308642,3350.8500000000004,2.9360793648959405
"2020-09-07 00:00:00",1709.26,4194.06,2974.0,48356.0,585.0,0.0,13019.0,2777.0,1.4,"general","footwear","women's boots","video","l","white","tablet","video",1.0,1.0,218.0,479.0,283.0,1.0,2020.0,9.0,7.0,"prospecting",0.0035335689045936395,283.0,0.0035335689045936395,0.7703180212014135,2484.8,2.4537285140938185
"2020-09-07 00:00:00",1.0,2.3,608.0,0.0,720.0,0.0,1722.0,590.0,1.5,"general","pants","workwear pants","video","xl","red","tablet","video",502.06,5446.0,1.0,1.0,1087.0,1211.0,2020.0,9.0,7.0,"prospecting",0.46187672493100274,0.19959603378626514,1.1140754369825208,9.199632014719411E-4,1.2999999999999998,2.3
"2020-09-07 00:00:00",1.0,2.65,2678.0,36574.0,1.0,0.0,10646.0,2638.0,2.1,"general","outerwear","men's jacket","video","xxl","white","tablet","video",1.0,40849.0,1144.0,1263.0,1.0,126.0,2020.0,9.0,7.0,"prospecting",1.0,2.4480403437048643E-5,126.0,1144.0,1.65,2.65
"2020-09-08 00:00:00",1.0,3.47,1045.0,0.0,1.0,52.0,5091.0,911.0,1.3,"general","outerwear","men's jacket","video","xl","green","desktop","video",1.0,7765.0,829.0,1.0,1.0,305.0,2020.0,9.0,8.0,"prospecting",1.0,1.28783000643915E-4,305.0,829.0,2.47,3.47
"2020-09-09 00:00:00",290.98,441.05,2838.0,0.0,1.0,0.0,9187.0,2371.0,2.7,"general","footwear","women's boots","video","l","black","desktop","video",580.06,1.0,543.0,493.0,1.0,742.0,2020.0,9.0,9.0,"prospecting",580.06,1.0,742.0,543.0,150.07,1.5157399133961096
"2020-09-10 00:00:00",17.21,56.71,1091.0,0.0,1.0,36.0,2338.0,1015.0,1.6,"general","hats","beanie hat","video","xxl","green","mobile","video",1.0,1.0,1.0,1.0,930.0,1.0,2020.0,9.0,10.0,"branding",0.001075268817204301,930.0,0.001075268817204301,0.001075268817204301,39.5,3.295177222545032
"2020-09-11 00:00:00",816.12,2768.19,1600.0,74564.0,1.0,194.0,9278.0,1280.0,2.0,"general","outerwear","men's jacket","video","l","red","tablet","video",805.72,10270.0,650.0,1.0,818.0,1667.0,2020.0,9.0,11.0,"prospecting",0.9849877750611248,0.07964946445959104,2.0378973105134475,0.7946210268948656,1952.0700000000002,3.3918908983972944
"2020-09-11 00:00:00",261.65,806.51,2550.0,96101.0,147.0,0.0,8037.0,2295.0,1.8,"general","footwear","women's boots","video","l","white","mobile","video",1.0,1.0,1110.0,1.0,1.0,1.0,2020.0,9.0,11.0,"prospecting",1.0,1.0,1.0,1110.0,544.86,3.0824001528759797
"2020-09-11 00:00:00",1.0,2.12,1998.0,0.0,517.0,0.0,8482.0,1798.0,1.1,"general","pants","workwear pants","video","l","green","tablet","video",437.06,7164.0,1.0,1016.0,1.0,1.0,2020.0,9.0,11.0,"branding",437.06,1.3958682300390843E-4,1.0,1.0,1.12,2.12
"2020-09-12 00:00:00",1.0,3.27,1400.0,0.0,1.0,0.0,4476.0,1241.0,1.9,"general","pants","workwear pants","video","l","green","tablet","video",1.0,32774.0,1.0,1.0,1077.0,1056.0,2020.0,9.0,12.0,"branding",9.285051067780873E-4,0.03286141453591261,0.9805013927576601,9.285051067780873E-4,2.27,3.27
"2020-09-12 00:00:00",1.0,3.02,2982.0,72325.0,1326.0,0.0,6335.0,2898.0,1.7,"general","pants","workwear pants","video","xxl","green","desktop","video",1.0,18868.0,610.0,80.0,352.0,1215.0,2020.0,9.0,12.0,"prospecting",0.002840909090909091,0.018655925376298496,3.4517045454545454,1.7329545454545454,2.02,3.02
"2020-09-13 00:00:00",1.0,3.17,2278.0,0.0,99.0,0.0,5753.0,1920.0,1.6,"general","outerwear","hooded sweatshirt","video","xl","blue","tablet","video",145.12,1.0,1314.0,1161.0,648.0,655.0,2020.0,9.0,13.0,"branding",0.22395061728395063,648.0,1.0108024691358024,2.0277777777777777,2.17,3.17
"2020-09-13 00:00:00",770.85,2364.31,2661.0,11959.0,765.0,0.0,7184.0,2638.0,2.8,"general","outerwear","men's jacket","video","xxl","black","mobile","video",610.3,1.0,769.0,1.0,1.0,1.0,2020.0,9.0,13.0,"branding",610.3,1.0,1.0,769.0,1593.46,3.0671466562885126
"2020-09-13 00:00:00",1.0,2.54,1455.0,40425.0,1.0,33.0,8520.0,1396.0,2.4,"general","pants","workwear pants","video","s","red","desktop","video",116.65,1.0,896.0,1.0,449.0,420.0,2020.0,9.0,13.0,"branding",0.2597995545657016,449.0,0.9354120267260579,1.9955456570155903,1.54,2.54
